CO,CO2,Kategori
348,150,Berbahaya
419,424,Berbahaya
321,391,Berbahaya
461,147,Berbahaya
264,116,Sangat Tidak Sehat
282,127,Sangat Tidak Sehat
210,11,Sangat Tidak Sehat
155,312,Berbahaya
495,259,Berbahaya
143,458,Berbahaya
170,244,Sangat Tidak Sehat
273,461,Berbahaya
99,85,Sedang
325,152,Berbahaya
459,290,Berbahaya
397,43,Berbahaya
6,31,Baik
237,155,Sangat Tidak Sehat
54,188,Tidak Sehat
141,94,Tidak Sehat
232,396,Berbahaya
41,100,Sedang
106,280,Sangat Tidak Sehat
286,168,Sangat Tidak Sehat
474,337,Berbahaya
82,296,Sangat Tidak Sehat
105,56,Tidak Sehat
232,358,Berbahaya
316,335,Berbahaya
405,446,Berbahaya
182,83,Tidak Sehat
294,209,Sangat Tidak Sehat
432,431,Berbahaya
10,286,Sangat Tidak Sehat
235,238,Sangat Tidak Sehat
476,251,Berbahaya
433,142,Berbahaya
140,338,Berbahaya
83,174,Tidak Sehat
439,319,Berbahaya
219,1,Sangat Tidak Sehat
46,240,Sangat Tidak Sehat
67,189,Tidak Sehat
442,157,Berbahaya
426,340,Berbahaya
160,337,Berbahaya
398,93,Berbahaya
142,367,Berbahaya
88,389,Berbahaya
73,350,Berbahaya
329,258,Berbahaya
222,62,Sangat Tidak Sehat
315,416,Berbahaya
229,165,Sangat Tidak Sehat
373,443,Berbahaya
313,439,Berbahaya
315,174,Berbahaya
37,234,Sangat Tidak Sehat
80,212,Sangat Tidak Sehat
123,349,Berbahaya
245,202,Sangat Tidak Sehat
425,334,Berbahaya
109,492,Berbahaya
491,78,Berbahaya
439,394,Berbahaya
103,166,Tidak Sehat
152,161,Tidak Sehat
279,224,Sangat Tidak Sehat
248,288,Sangat Tidak Sehat
198,159,Tidak Sehat
345,355,Berbahaya
311,133,Berbahaya
456,326,Berbahaya
1,422,Berbahaya
190,314,Berbahaya
274,350,Berbahaya
464,107,Berbahaya
113,418,Berbahaya
447,174,Berbahaya
278,306,Berbahaya
460,473,Berbahaya
288,358,Berbahaya
139,61,Tidak Sehat
262,101,Sangat Tidak Sehat
132,33,Tidak Sehat
411,376,Berbahaya
82,254,Sangat Tidak Sehat
66,461,Berbahaya
352,250,Berbahaya
417,237,Berbahaya
302,325,Berbahaya
357,350,Berbahaya
367,274,Berbahaya
207,18,Sangat Tidak Sehat
167,327,Berbahaya
36,58,Sedang
130,280,Sangat Tidak Sehat
231,299,Sangat Tidak Sehat
205,82,Sangat Tidak Sehat
220,239,Sangat Tidak Sehat
344,70,Berbahaya
233,229,Sangat Tidak Sehat
309,18,Berbahaya
231,211,Sangat Tidak Sehat
336,46,Berbahaya
426,218,Berbahaya
167,40,Tidak Sehat
83,7,Sedang
376,189,Berbahaya
18,151,Tidak Sehat
271,141,Sangat Tidak Sehat
131,28,Tidak Sehat
373,257,Berbahaya
256,347,Berbahaya
91,199,Tidak Sehat
398,465,Berbahaya
387,101,Berbahaya
403,310,Berbahaya
111,426,Berbahaya
403,327,Berbahaya
17,91,Sedang
9,393,Berbahaya
232,82,Sangat Tidak Sehat
446,18,Berbahaya
169,496,Berbahaya
221,8,Sangat Tidak Sehat
338,257,Berbahaya
408,70,Berbahaya
119,403,Berbahaya
349,448,Berbahaya
261,400,Berbahaya
238,427,Berbahaya
309,28,Berbahaya
464,25,Berbahaya
491,409,Berbahaya
219,221,Sangat Tidak Sehat
446,457,Berbahaya
211,245,Sangat Tidak Sehat
428,481,Berbahaya
36,185,Tidak Sehat
389,124,Berbahaya
494,30,Berbahaya
96,487,Berbahaya
155,284,Sangat Tidak Sehat
216,95,Sangat Tidak Sehat
185,328,Berbahaya
375,380,Berbahaya
213,475,Berbahaya
489,392,Berbahaya
33,152,Tidak Sehat
110,108,Tidak Sehat
21,292,Sangat Tidak Sehat
169,251,Sangat Tidak Sehat
88,170,Tidak Sehat
446,221,Berbahaya
120,334,Berbahaya
26,14,Baik
338,2,Berbahaya
168,411,Berbahaya
161,384,Berbahaya
15,71,Sedang
266,144,Sangat Tidak Sehat
457,149,Berbahaya
227,494,Berbahaya
83,162,Tidak Sehat
154,28,Tidak Sehat
308,294,Berbahaya
419,142,Berbahaya
394,97,Berbahaya
350,225,Berbahaya
429,348,Berbahaya
95,386,Berbahaya
433,132,Berbahaya
239,264,Sangat Tidak Sehat
369,435,Berbahaya
177,252,Sangat Tidak Sehat
7,122,Tidak Sehat
40,108,Tidak Sehat
192,283,Sangat Tidak Sehat
17,4,Baik
201,448,Berbahaya
79,57,Sedang
321,468,Berbahaya
418,100,Berbahaya
473,325,Berbahaya
59,15,Sedang
231,358,Berbahaya
311,432,Berbahaya
178,142,Tidak Sehat
232,74,Sangat Tidak Sehat
123,303,Berbahaya
227,134,Sangat Tidak Sehat
67,338,Berbahaya
229,428,Berbahaya
341,146,Berbahaya
467,304,Berbahaya
468,276,Berbahaya
158,81,Tidak Sehat
7,317,Berbahaya
332,96,Berbahaya
350,226,Berbahaya
86,97,Sedang
432,288,Berbahaya
350,361,Berbahaya
368,340,Berbahaya
292,356,Berbahaya
38,189,Tidak Sehat
424,350,Berbahaya
293,245,Sangat Tidak Sehat
274,497,Berbahaya
35,142,Tidak Sehat
161,488,Berbahaya
20,21,Baik
248,167,Sangat Tidak Sehat
442,317,Berbahaya
394,426,Berbahaya
477,493,Berbahaya
77,443,Berbahaya
308,344,Berbahaya
28,174,Tidak Sehat
325,476,Berbahaya
267,359,Berbahaya
346,437,Berbahaya
192,206,Sangat Tidak Sehat
86,176,Tidak Sehat
337,255,Berbahaya
488,267,Berbahaya
437,421,Berbahaya
242,18,Sangat Tidak Sehat
307,433,Berbahaya
313,490,Berbahaya
2,385,Berbahaya
242,372,Berbahaya
260,268,Sangat Tidak Sehat
7,223,Sangat Tidak Sehat
218,432,Berbahaya
94,245,Sangat Tidak Sehat
256,385,Berbahaya
87,372,Berbahaya
474,451,Berbahaya
139,130,Tidak Sehat
482,471,Berbahaya
433,386,Berbahaya
306,134,Berbahaya
378,91,Berbahaya
16,367,Berbahaya
62,245,Sangat Tidak Sehat
480,286,Berbahaya
236,82,Sangat Tidak Sehat
250,350,Berbahaya
158,132,Tidak Sehat
372,237,Berbahaya
312,470,Berbahaya
461,50,Berbahaya
295,199,Sangat Tidak Sehat
290,18,Sangat Tidak Sehat
297,206,Sangat Tidak Sehat
270,438,Berbahaya
284,78,Sangat Tidak Sehat
255,120,Sangat Tidak Sehat
280,183,Sangat Tidak Sehat
11,333,Berbahaya
282,216,Sangat Tidak Sehat
55,272,Sangat Tidak Sehat
390,231,Berbahaya
48,453,Berbahaya
139,5,Tidak Sehat
403,203,Berbahaya
362,93,Berbahaya
231,407,Berbahaya
406,340,Berbahaya
77,344,Berbahaya
453,126,Berbahaya
164,8,Tidak Sehat
35,377,Berbahaya
23,322,Berbahaya
136,329,Berbahaya
327,89,Berbahaya
364,84,Berbahaya
212,381,Berbahaya
50,165,Tidak Sehat
211,266,Sangat Tidak Sehat
200,450,Berbahaya
226,98,Sangat Tidak Sehat
454,472,Berbahaya
61,286,Sangat Tidak Sehat
498,297,Berbahaya
345,34,Berbahaya
161,288,Sangat Tidak Sehat
266,408,Berbahaya
62,65,Sedang
444,88,Berbahaya
261,11,Sangat Tidak Sehat
387,272,Berbahaya
343,203,Berbahaya
273,80,Sangat Tidak Sehat
87,51,Sedang
104,328,Berbahaya
384,49,Berbahaya
368,250,Berbahaya
354,130,Berbahaya
162,123,Tidak Sehat
488,406,Berbahaya
101,456,Berbahaya
128,296,Sangat Tidak Sehat
424,436,Berbahaya
351,138,Berbahaya
361,232,Berbahaya
446,219,Berbahaya
197,395,Berbahaya
149,463,Berbahaya
64,180,Tidak Sehat
214,263,Sangat Tidak Sehat
324,103,Berbahaya
339,414,Berbahaya
44,156,Tidak Sehat
275,196,Sangat Tidak Sehat
199,184,Tidak Sehat
322,384,Berbahaya
341,143,Berbahaya
41,429,Berbahaya
354,360,Berbahaya
110,379,Berbahaya
208,156,Sangat Tidak Sehat
310,338,Berbahaya
381,290,Berbahaya
332,28,Berbahaya
31,210,Sangat Tidak Sehat
40,318,Berbahaya
109,298,Sangat Tidak Sehat
152,297,Sangat Tidak Sehat
471,33,Berbahaya
338,373,Berbahaya
391,164,Berbahaya
496,166,Berbahaya
61,485,Berbahaya
437,338,Berbahaya
310,393,Berbahaya
322,445,Berbahaya
365,408,Berbahaya
367,333,Berbahaya
323,229,Berbahaya
264,128,Sangat Tidak Sehat
42,369,Berbahaya
330,24,Berbahaya
110,428,Berbahaya
249,194,Sangat Tidak Sehat
47,283,Sangat Tidak Sehat
428,80,Berbahaya
26,60,Sedang
145,93,Tidak Sehat
18,184,Tidak Sehat
1,42,Baik
193,108,Tidak Sehat
175,250,Sangat Tidak Sehat
107,298,Sangat Tidak Sehat
21,493,Berbahaya
20,194,Tidak Sehat
240,356,Berbahaya
146,49,Tidak Sehat
483,102,Berbahaya
179,71,Tidak Sehat
306,138,Berbahaya
265,107,Sangat Tidak Sehat
19,283,Sangat Tidak Sehat
267,17,Sangat Tidak Sehat
258,238,Sangat Tidak Sehat
299,126,Sangat Tidak Sehat
246,443,Berbahaya
356,157,Berbahaya
388,140,Berbahaya
279,429,Berbahaya
426,452,Berbahaya
391,150,Berbahaya
401,261,Berbahaya
233,392,Berbahaya
428,167,Berbahaya
292,17,Sangat Tidak Sehat
351,439,Berbahaya
63,435,Berbahaya
476,152,Berbahaya
77,407,Berbahaya
185,376,Berbahaya
272,364,Berbahaya
264,89,Sangat Tidak Sehat
237,55,Sangat Tidak Sehat
149,346,Berbahaya
81,371,Berbahaya
52,205,Sangat Tidak Sehat
306,271,Berbahaya
387,38,Berbahaya
429,272,Berbahaya
299,366,Berbahaya
173,480,Berbahaya
278,426,Berbahaya
443,181,Berbahaya
304,248,Berbahaya
112,265,Sangat Tidak Sehat
269,234,Sangat Tidak Sehat
157,425,Berbahaya
353,302,Berbahaya
424,103,Berbahaya
437,360,Berbahaya
394,198,Berbahaya
145,177,Tidak Sehat
482,71,Berbahaya
56,5,Sedang
298,435,Berbahaya
245,220,Sangat Tidak Sehat
484,296,Berbahaya
70,184,Tidak Sehat
7,443,Berbahaya
233,316,Berbahaya
133,234,Sangat Tidak Sehat
168,434,Berbahaya
318,137,Berbahaya
272,251,Sangat Tidak Sehat
196,321,Berbahaya
333,142,Berbahaya
147,71,Tidak Sehat
385,196,Berbahaya
171,363,Berbahaya
143,259,Sangat Tidak Sehat
449,352,Berbahaya
299,439,Berbahaya
348,291,Berbahaya
123,425,Berbahaya
174,18,Tidak Sehat
28,82,Sedang
382,300,Berbahaya
433,497,Berbahaya
278,93,Sangat Tidak Sehat
360,223,Berbahaya
51,157,Tidak Sehat
68,309,Berbahaya
252,330,Berbahaya
466,215,Berbahaya
151,371,Berbahaya
198,21,Tidak Sehat
212,394,Berbahaya
280,456,Berbahaya
194,422,Berbahaya
417,419,Berbahaya
274,404,Berbahaya
185,378,Berbahaya
305,226,Berbahaya
387,152,Berbahaya
415,374,Berbahaya
253,84,Sangat Tidak Sehat
101,259,Sangat Tidak Sehat
412,279,Berbahaya
163,222,Sangat Tidak Sehat
437,40,Berbahaya
395,162,Berbahaya
67,113,Tidak Sehat
393,280,Berbahaya
457,308,Berbahaya
398,327,Berbahaya
107,56,Tidak Sehat
492,124,Berbahaya
483,371,Berbahaya
248,20,Sangat Tidak Sehat
435,85,Berbahaya
400,109,Berbahaya
161,381,Berbahaya
300,14,Berbahaya
184,65,Tidak Sehat
167,451,Berbahaya
235,208,Sangat Tidak Sehat
319,115,Berbahaya
27,74,Sedang
13,218,Sangat Tidak Sehat
338,460,Berbahaya
271,463,Berbahaya
358,495,Berbahaya
396,381,Berbahaya
462,131,Berbahaya
391,406,Berbahaya
97,355,Berbahaya
477,15,Berbahaya
284,230,Sangat Tidak Sehat
343,189,Berbahaya
389,232,Berbahaya
53,403,Berbahaya
350,72,Berbahaya
168,98,Tidak Sehat
210,384,Berbahaya
131,489,Berbahaya
469,376,Berbahaya
281,136,Sangat Tidak Sehat
65,304,Berbahaya
125,410,Berbahaya
498,425,Berbahaya
63,131,Tidak Sehat
285,258,Sangat Tidak Sehat
313,465,Berbahaya
22,143,Tidak Sehat
328,470,Berbahaya
277,305,Berbahaya
398,290,Berbahaya
488,398,Berbahaya
248,247,Sangat Tidak Sehat
496,2,Berbahaya
389,448,Berbahaya
313,227,Berbahaya
77,37,Sedang
331,292,Berbahaya
146,126,Tidak Sehat
229,282,Sangat Tidak Sehat
447,134,Berbahaya
121,393,Berbahaya
124,27,Tidak Sehat
260,207,Sangat Tidak Sehat
446,44,Berbahaya
473,125,Berbahaya
241,415,Berbahaya
155,218,Sangat Tidak Sehat
79,208,Sangat Tidak Sehat
62,341,Berbahaya
361,198,Berbahaya
74,489,Berbahaya
439,168,Berbahaya
444,403,Berbahaya
227,387,Berbahaya
370,12,Berbahaya
85,394,Berbahaya
415,62,Berbahaya
58,445,Berbahaya
414,405,Berbahaya
236,227,Sangat Tidak Sehat
500,458,Berbahaya
188,238,Sangat Tidak Sehat
217,270,Sangat Tidak Sehat
67,19,Sedang
194,338,Berbahaya
438,165,Berbahaya
366,358,Berbahaya
465,345,Berbahaya
141,69,Tidak Sehat
298,196,Sangat Tidak Sehat
315,442,Berbahaya
323,278,Berbahaya
485,284,Berbahaya
227,74,Sangat Tidak Sehat
377,212,Berbahaya
82,117,Tidak Sehat
253,314,Berbahaya
478,206,Berbahaya
88,436,Berbahaya
393,402,Berbahaya
248,157,Sangat Tidak Sehat
15,115,Tidak Sehat
289,487,Berbahaya
167,119,Tidak Sehat
281,187,Sangat Tidak Sehat
373,10,Berbahaya
55,218,Sangat Tidak Sehat
66,189,Tidak Sehat
64,293,Sangat Tidak Sehat
321,172,Berbahaya
118,164,Tidak Sehat
474,73,Berbahaya
453,95,Berbahaya
344,360,Berbahaya
444,185,Berbahaya
217,343,Berbahaya
159,289,Sangat Tidak Sehat
9,82,Sedang
257,364,Berbahaya
109,22,Tidak Sehat
391,412,Berbahaya
54,5,Sedang
18,434,Berbahaya
447,195,Berbahaya
496,36,Berbahaya
198,271,Sangat Tidak Sehat
90,303,Berbahaya
170,206,Sangat Tidak Sehat
57,198,Tidak Sehat
55,361,Berbahaya
84,251,Sangat Tidak Sehat
120,479,Berbahaya
284,46,Sangat Tidak Sehat
50,481,Berbahaya
41,442,Berbahaya
39,281,Sangat Tidak Sehat
425,439,Berbahaya
131,342,Berbahaya
254,65,Sangat Tidak Sehat
272,482,Berbahaya
107,497,Berbahaya
192,166,Tidak Sehat
84,196,Tidak Sehat
252,17,Sangat Tidak Sehat
293,211,Sangat Tidak Sehat
169,426,Berbahaya
365,372,Berbahaya
238,251,Sangat Tidak Sehat
455,172,Berbahaya
146,430,Berbahaya
220,31,Sangat Tidak Sehat
23,41,Baik
253,311,Berbahaya
338,7,Berbahaya
16,392,Berbahaya
232,302,Berbahaya
210,206,Sangat Tidak Sehat
280,11,Sangat Tidak Sehat
197,382,Berbahaya
133,456,Berbahaya
371,120,Berbahaya
357,343,Berbahaya
425,148,Berbahaya
467,166,Berbahaya
245,147,Sangat Tidak Sehat
356,181,Berbahaya
472,459,Berbahaya
463,302,Berbahaya
493,325,Berbahaya
202,491,Berbahaya
432,325,Berbahaya
80,121,Tidak Sehat
311,231,Berbahaya
493,160,Berbahaya
315,393,Berbahaya
409,206,Berbahaya
136,439,Berbahaya
199,475,Berbahaya
141,479,Berbahaya
233,493,Berbahaya
385,254,Berbahaya
437,320,Berbahaya
54,276,Sangat Tidak Sehat
291,83,Sangat Tidak Sehat
385,330,Berbahaya
56,82,Sedang
422,178,Berbahaya
498,246,Berbahaya
363,335,Berbahaya
42,27,Baik
187,150,Tidak Sehat
313,88,Berbahaya
285,486,Berbahaya
438,139,Berbahaya
495,175,Berbahaya
438,433,Berbahaya
134,305,Berbahaya
294,249,Sangat Tidak Sehat
354,336,Berbahaya
205,496,Berbahaya
181,481,Berbahaya
133,329,Berbahaya
65,8,Sedang
417,368,Berbahaya
22,243,Sangat Tidak Sehat
332,200,Berbahaya
335,230,Berbahaya
463,264,Berbahaya
351,211,Berbahaya
241,147,Sangat Tidak Sehat
328,45,Berbahaya
208,149,Sangat Tidak Sehat
94,308,Berbahaya
361,57,Berbahaya
110,68,Tidak Sehat
48,433,Berbahaya
92,106,Tidak Sehat
273,343,Berbahaya
348,287,Berbahaya
290,404,Berbahaya
319,430,Berbahaya
7,407,Berbahaya
433,97,Berbahaya
255,327,Berbahaya
139,463,Berbahaya
91,429,Berbahaya
434,78,Berbahaya
482,387,Berbahaya
81,201,Sangat Tidak Sehat
29,105,Tidak Sehat
449,39,Berbahaya
452,226,Berbahaya
114,204,Sangat Tidak Sehat
125,119,Tidak Sehat
108,241,Sangat Tidak Sehat
152,163,Tidak Sehat
288,29,Sangat Tidak Sehat
254,235,Sangat Tidak Sehat
402,11,Berbahaya
286,247,Sangat Tidak Sehat
178,423,Berbahaya
84,204,Sangat Tidak Sehat
369,471,Berbahaya
258,247,Sangat Tidak Sehat
8,113,Tidak Sehat
318,310,Berbahaya
55,355,Berbahaya
247,455,Berbahaya
26,123,Tidak Sehat
35,318,Berbahaya
441,311,Berbahaya
427,428,Berbahaya
230,8,Sangat Tidak Sehat
441,497,Berbahaya
78,207,Sangat Tidak Sehat
321,187,Berbahaya
384,484,Berbahaya
171,490,Berbahaya
187,24,Tidak Sehat
212,124,Sangat Tidak Sehat
217,159,Sangat Tidak Sehat
346,74,Berbahaya
454,488,Berbahaya
231,83,Sangat Tidak Sehat
289,107,Sangat Tidak Sehat
74,439,Berbahaya
452,220,Berbahaya
480,475,Berbahaya
21,421,Berbahaya
120,120,Tidak Sehat
268,300,Berbahaya
334,337,Berbahaya
360,300,Berbahaya
313,123,Berbahaya
402,406,Berbahaya
265,215,Sangat Tidak Sehat
72,101,Tidak Sehat
143,346,Berbahaya
302,231,Berbahaya
271,416,Berbahaya
352,284,Berbahaya
57,417,Berbahaya
87,187,Tidak Sehat
490,454,Berbahaya
78,141,Tidak Sehat
243,478,Berbahaya
303,80,Berbahaya
120,401,Berbahaya
321,25,Berbahaya
204,176,Sangat Tidak Sehat
114,383,Berbahaya
449,275,Berbahaya
314,171,Berbahaya
334,384,Berbahaya
159,105,Tidak Sehat
99,435,Berbahaya
194,286,Sangat Tidak Sehat
26,474,Berbahaya
289,434,Berbahaya
397,485,Berbahaya
141,204,Sangat Tidak Sehat
31,480,Berbahaya
470,53,Berbahaya
212,173,Sangat Tidak Sehat
408,278,Berbahaya
33,417,Berbahaya
59,143,Tidak Sehat
296,262,Sangat Tidak Sehat
138,392,Berbahaya
200,73,Sangat Tidak Sehat
439,37,Berbahaya
139,425,Berbahaya
109,400,Berbahaya
260,341,Berbahaya
379,341,Berbahaya
34,275,Sangat Tidak Sehat
27,268,Sangat Tidak Sehat
487,50,Berbahaya
236,219,Sangat Tidak Sehat
488,173,Berbahaya
264,0,Sangat Tidak Sehat
191,304,Berbahaya
222,117,Sangat Tidak Sehat
122,124,Tidak Sehat
412,37,Berbahaya
49,142,Tidak Sehat
330,283,Berbahaya
155,29,Tidak Sehat
215,283,Sangat Tidak Sehat
227,375,Berbahaya
80,72,Sedang
184,319,Berbahaya
244,389,Berbahaya
385,21,Berbahaya
103,213,Sangat Tidak Sehat
64,82,Sedang
62,408,Berbahaya
246,483,Berbahaya
438,449,Berbahaya
288,479,Berbahaya
472,360,Berbahaya
414,227,Berbahaya
470,372,Berbahaya
342,444,Berbahaya
94,341,Berbahaya
278,476,Berbahaya
284,456,Berbahaya
484,304,Berbahaya
412,374,Berbahaya
190,93,Tidak Sehat
285,299,Sangat Tidak Sehat
376,274,Berbahaya
281,421,Berbahaya
244,183,Sangat Tidak Sehat
199,72,Tidak Sehat
157,308,Berbahaya
476,300,Berbahaya
449,436,Berbahaya
448,350,Berbahaya
413,415,Berbahaya
83,72,Sedang
39,331,Berbahaya
88,436,Berbahaya
276,417,Berbahaya
390,337,Berbahaya
421,407,Berbahaya
426,296,Berbahaya
243,157,Sangat Tidak Sehat
236,150,Sangat Tidak Sehat
214,92,Sangat Tidak Sehat
351,450,Berbahaya
358,21,Berbahaya
359,122,Berbahaya
179,337,Berbahaya
70,202,Sangat Tidak Sehat
100,426,Berbahaya
167,295,Sangat Tidak Sehat
356,370,Berbahaya
341,341,Berbahaya
269,164,Sangat Tidak Sehat
234,357,Berbahaya
67,254,Sangat Tidak Sehat
438,257,Berbahaya
316,473,Berbahaya
248,100,Sangat Tidak Sehat
207,296,Sangat Tidak Sehat
64,268,Sangat Tidak Sehat
223,45,Sangat Tidak Sehat
193,146,Tidak Sehat
244,336,Berbahaya
63,482,Berbahaya
313,409,Berbahaya
217,160,Sangat Tidak Sehat
212,76,Sangat Tidak Sehat
324,124,Berbahaya
376,295,Berbahaya
261,31,Sangat Tidak Sehat
344,291,Berbahaya
11,258,Sangat Tidak Sehat
454,137,Berbahaya
212,465,Berbahaya
63,217,Sangat Tidak Sehat
264,494,Berbahaya
42,178,Tidak Sehat
421,478,Berbahaya
401,268,Berbahaya
382,27,Berbahaya
393,462,Berbahaya
10,286,Sangat Tidak Sehat
209,179,Sangat Tidak Sehat
116,486,Berbahaya
492,233,Berbahaya
30,269,Sangat Tidak Sehat
409,156,Berbahaya
319,97,Berbahaya
292,421,Berbahaya
284,202,Sangat Tidak Sehat
416,386,Berbahaya
301,429,Berbahaya
244,379,Berbahaya
423,313,Berbahaya
158,220,Sangat Tidak Sehat
269,441,Berbahaya
71,367,Berbahaya
210,388,Berbahaya
329,471,Berbahaya
35,313,Berbahaya
172,488,Berbahaya
3,1,Baik
153,444,Berbahaya
42,238,Sangat Tidak Sehat
455,202,Berbahaya
96,372,Berbahaya
272,153,Sangat Tidak Sehat
353,485,Berbahaya
329,266,Berbahaya
429,124,Berbahaya
390,433,Berbahaya
33,400,Berbahaya
52,40,Sedang
151,431,Berbahaya
280,448,Berbahaya
205,184,Sangat Tidak Sehat
131,406,Berbahaya
146,423,Berbahaya
333,31,Berbahaya
19,95,Sedang
119,96,Tidak Sehat
292,251,Sangat Tidak Sehat
219,233,Sangat Tidak Sehat
83,186,Tidak Sehat
204,374,Berbahaya
492,190,Berbahaya
491,182,Berbahaya
99,456,Berbahaya
364,30,Berbahaya
89,215,Sangat Tidak Sehat
56,226,Sangat Tidak Sehat
40,20,Baik
274,486,Berbahaya
255,159,Sangat Tidak Sehat
64,11,Sedang
181,105,Tidak Sehat
336,355,Berbahaya
380,250,Berbahaya
47,415,Berbahaya
199,186,Tidak Sehat
392,321,Berbahaya
124,47,Tidak Sehat
348,382,Berbahaya
429,409,Berbahaya
405,106,Berbahaya
268,292,Sangat Tidak Sehat
140,186,Tidak Sehat
135,378,Berbahaya
90,466,Berbahaya
407,10,Berbahaya
348,413,Berbahaya
431,462,Berbahaya
402,150,Berbahaya
475,197,Berbahaya
22,388,Berbahaya
380,485,Berbahaya
482,261,Berbahaya
69,68,Sedang
76,91,Sedang
15,261,Sangat Tidak Sehat
154,214,Sangat Tidak Sehat
138,1,Tidak Sehat
151,244,Sangat Tidak Sehat
232,203,Sangat Tidak Sehat
26,489,Berbahaya
102,176,Tidak Sehat
224,309,Berbahaya
386,113,Berbahaya
165,193,Tidak Sehat
149,127,Tidak Sehat
58,413,Berbahaya
21,397,Berbahaya
315,353,Berbahaya
372,101,Berbahaya
191,26,Tidak Sehat
96,136,Tidak Sehat
145,160,Tidak Sehat
355,448,Berbahaya
389,133,Berbahaya
456,46,Berbahaya
449,94,Berbahaya
86,61,Sedang
491,356,Berbahaya
78,497,Berbahaya
283,496,Berbahaya
81,128,Tidak Sehat
298,208,Sangat Tidak Sehat
113,450,Berbahaya
279,414,Berbahaya
254,18,Sangat Tidak Sehat
500,280,Berbahaya
11,286,Sangat Tidak Sehat
478,226,Berbahaya
275,95,Sangat Tidak Sehat
316,225,Berbahaya
80,50,Sedang
145,109,Tidak Sehat
469,46,Berbahaya
2,174,Tidak Sehat
135,334,Berbahaya
201,399,Berbahaya
418,426,Berbahaya
363,436,Berbahaya
261,477,Berbahaya
223,478,Berbahaya
179,460,Berbahaya
141,448,Berbahaya
197,17,Tidak Sehat
101,377,Berbahaya
32,307,Berbahaya
477,53,Berbahaya
433,116,Berbahaya
164,50,Tidak Sehat
184,427,Berbahaya
170,30,Tidak Sehat
225,328,Berbahaya
144,339,Berbahaya
203,25,Sangat Tidak Sehat
57,230,Sangat Tidak Sehat
172,141,Tidak Sehat
199,493,Berbahaya
269,257,Sangat Tidak Sehat
13,164,Tidak Sehat
318,105,Berbahaya
117,173,Tidak Sehat
13,333,Berbahaya
351,177,Berbahaya
318,105,Berbahaya
213,326,Berbahaya
257,9,Sangat Tidak Sehat
390,148,Berbahaya
488,483,Berbahaya
222,145,Sangat Tidak Sehat
425,198,Berbahaya
20,332,Berbahaya
109,41,Tidak Sehat
101,140,Tidak Sehat
67,100,Sedang
233,284,Sangat Tidak Sehat
263,270,Sangat Tidak Sehat
445,47,Berbahaya
206,173,Sangat Tidak Sehat
388,32,Berbahaya
297,310,Berbahaya
80,296,Sangat Tidak Sehat
105,179,Tidak Sehat
485,343,Berbahaya
48,248,Sangat Tidak Sehat
111,353,Berbahaya
455,459,Berbahaya
80,437,Berbahaya
113,65,Tidak Sehat
375,415,Berbahaya
304,222,Berbahaya
499,437,Berbahaya
361,286,Berbahaya
80,428,Berbahaya
7,290,Sangat Tidak Sehat
452,58,Berbahaya
400,268,Berbahaya
161,465,Berbahaya
400,484,Berbahaya
219,368,Berbahaya
118,340,Berbahaya
23,267,Sangat Tidak Sehat
85,429,Berbahaya
475,203,Berbahaya
315,177,Berbahaya
435,305,Berbahaya
306,231,Berbahaya
299,9,Sangat Tidak Sehat
344,6,Berbahaya
138,339,Berbahaya
346,481,Berbahaya
269,200,Sangat Tidak Sehat
282,471,Berbahaya
2,142,Tidak Sehat
12,39,Baik
169,288,Sangat Tidak Sehat
485,485,Berbahaya
276,98,Sangat Tidak Sehat
426,293,Berbahaya
391,270,Berbahaya
316,316,Berbahaya
32,331,Berbahaya
94,228,Sangat Tidak Sehat
126,139,Tidak Sehat
450,333,Berbahaya
283,52,Sangat Tidak Sehat
294,392,Berbahaya
289,153,Sangat Tidak Sehat
114,488,Berbahaya
247,98,Sangat Tidak Sehat
143,274,Sangat Tidak Sehat
210,362,Berbahaya
25,355,Berbahaya
9,449,Berbahaya
461,29,Berbahaya
133,21,Tidak Sehat
346,220,Berbahaya
435,419,Berbahaya
137,172,Tidak Sehat
241,151,Sangat Tidak Sehat
376,85,Berbahaya
120,256,Sangat Tidak Sehat
369,335,Berbahaya
200,116,Sangat Tidak Sehat
133,275,Sangat Tidak Sehat
23,474,Berbahaya
1,485,Berbahaya
125,214,Sangat Tidak Sehat
391,344,Berbahaya
393,489,Berbahaya
500,28,Berbahaya
78,398,Berbahaya
151,432,Berbahaya
10,172,Tidak Sehat
410,344,Berbahaya
124,14,Tidak Sehat
387,413,Berbahaya
76,392,Berbahaya
190,139,Tidak Sehat
28,24,Baik
335,270,Berbahaya
140,93,Tidak Sehat
18,423,Berbahaya
262,114,Sangat Tidak Sehat
227,425,Berbahaya
340,375,Berbahaya
413,225,Berbahaya
200,102,Sangat Tidak Sehat
164,71,Tidak Sehat
314,115,Berbahaya
366,45,Berbahaya
260,451,Berbahaya
495,444,Berbahaya
247,276,Sangat Tidak Sehat
168,94,Tidak Sehat
93,116,Tidak Sehat
468,433,Berbahaya
216,465,Berbahaya
406,338,Berbahaya
423,181,Berbahaya
339,56,Berbahaya
313,473,Berbahaya
381,474,Berbahaya
149,390,Berbahaya
19,333,Berbahaya
125,335,Berbahaya
160,12,Tidak Sehat
402,159,Berbahaya
